date,api,art,total_count,failures,p95_rt
2025-11-08,API_018,Payment Management,913,0,638.5
2025-11-09,API_018,Payment Management,1562,1,589.7
2025-11-10,API_018,Payment Management,1313,1,673.4
2025-11-11,API_018,Payment Management,976,0,559.0
2025-11-12,API_018,Payment Management,817,0,737.9
2025-11-13,API_018,Payment Management,1963,1,578.2
2025-11-14,API_018,Payment Management,1762,1,551.6
2025-11-15,API_018,Payment Management,1882,1,588.0
2025-10-16,API_019,Platform,839,0,547.6
2025-10-17,API_019,Platform,502,0,647.6
2025-10-18,API_019,Platform,1952,1,519.3
2025-10-19,API_019,Platform,823,0,544.9
2025-10-20,API_019,Platform,645,0,484.0
2025-10-21,API_019,Platform,1867,1,527.6
2025-10-22,API_019,Platform,1463,1,659.1
2025-10-23,API_019,Platform,1825,1,587.2
2025-10-24,API_019,Platform,1867,1,738.6
2025-10-25,API_019,Platform,1676,1,560.2
2025-10-26,API_019,Platform,1063,1,591.0
2025-10-27,API_019,Platform,1833,1,560.4
2025-10-28,API_019,Platform,1384,1,592.3
2025-10-29,API_019,Platform,1436,1,569.9
2025-10-30,API_019,Platform,1252,1,630.9
2025-10-31,API_019,Platform,1226,1,671.7
2025-11-01,API_019,Platform,1188,1,750.1
2025-11-02,API_019,Platform,918,0,628.2
2025-11-03,API_019,Platform,1189,1,610.2
2025-11-04,API_019,Platform,502,0,599.8
2025-11-05,API_019,Platform,659,0,734.1
2025-11-06,API_019,Platform,1392,1,560.0
2025-11-07,API_019,Platform,1612,1,692.9
2025-11-08,API_019,Platform,1790,1,707.8
2025-11-09,API_019,Platform,1451,1,563.2
2025-11-10,API_019,Platform,1718,1,576.7
2025-11-11,API_019,Platform,1420,1,630.4
2025-11-12,API_019,Platform,1918,1,588.0
2025-11-13,API_019,Platform,1454,1,542.1
2025-11-14,API_019,Platform,537,0,548.8
2025-11-15,API_019,Platform,827,0,585.9
2025-10-16,API_020,Entitlement,1413,1,606.1
2025-10-17,API_020,Entitlement,953,0,654.4
2025-10-18,API_020,Entitlement,1846,1,602.2
2025-10-19,API_020,Entitlement,1563,1,640.9
2025-10-20,API_020,Entitlement,1812,1,710.8
2025-10-21,API_020,Entitlement,1785,1,666.1
2025-10-22,API_020,Entitlement,591,0,603.8
2025-10-23,API_020,Entitlement,852,0,584.0
2025-10-24,API_020,Entitlement,1280,1,583.9
2025-10-25,API_020,Entitlement,862,0,619.1
2025-10-26,API_020,Entitlement,1199,1,562.2
2025-10-27,API_020,Entitlement,506,0,662.4
2025-10-28,API_020,Entitlement,925,0,594.3
2025-10-29,API_020,Entitlement,1917,1,567.5
2025-10-30,API_020,Entitlement,581,0,638.3
2025-10-31,API_020,Entitlement,855,0,694.0
2025-11-01,API_020,Entitlement,794,0,620.6
2025-11-02,API_020,Entitlement,1747,1,585.1
2025-11-03,API_020,Entitlement,1756,1,564.3
2025-11-04,API_020,Entitlement,516,0,583.0
2025-11-05,API_020,Entitlement,947,0,547.1
2025-11-06,API_020,Entitlement,1355,1,586.7
2025-11-07,API_020,Entitlement,966,0,611.4
2025-11-08,API_020,Entitlement,913,0,597.2
2025-11-09,API_020,Entitlement,1493,1,580.2
2025-11-10,API_020,Entitlement,1935,1,636.5
2025-11-11,API_020,Entitlement,1488,1,611.2
2025-11-12,API_020,Entitlement,777,0,610.5
2025-11-13,API_020,Entitlement,1765,1,624.5
2025-11-14,API_020,Entitlement,1847,1,664.4
2025-11-15,API_020,Entitlement,1417,1,538.4
2025-10-16,API_021,Trade,900,0,491.4
2025-10-17,API_021,Trade,973,0,657.9
2025-10-18,API_021,Trade,1643,1,566.5
2025-10-19,API_021,Trade,880,0,622.6
2025-10-20,API_021,Trade,959,0,592.1
2025-10-21,API_021,Trade,1446,1,477.9
2025-10-22,API_021,Trade,958,0,566.7
2025-10-23,API_021,Trade,1953,1,712.9
2025-10-24,API_021,Trade,1237,1,526.2
2025-10-25,API_021,Trade,1386,1,589.3
2025-10-26,API_021,Trade,1296,1,538.7
2025-10-27,API_021,Trade,1653,1,642.5
2025-10-28,API_021,Trade,1473,1,570.9
2025-10-29,API_021,Trade,1348,1,578.7
2025-10-30,API_021,Trade,1905,1,586.7
2025-10-31,API_021,Trade,520,0,531.2
2025-11-01,API_021,Trade,802,0,710.8
2025-11-02,API_021,Trade,1976,1,535.8
2025-11-03,API_021,Trade,1910,1,533.0
2025-11-04,API_021,Trade,1433,1,529.7
2025-11-05,API_021,Trade,1685,1,524.9
2025-11-06,API_021,Trade,1794,1,686.6
2025-11-07,API_021,Trade,991,0,630.3
2025-11-08,API_021,Trade,929,0,598.3
2025-11-09,API_021,Trade,1484,1,620.6
2025-11-10,API_021,Trade,1090,1,627.4
2025-11-11,API_021,Trade,1550,1,627.6
2025-11-12,API_021,Trade,886,0,636.5
2025-11-13,API_021,Trade,848,0,611.8
2025-11-14,API_021,Trade,1026,1,642.5
2025-11-15,API_021,Trade,1676,1,514.4
2025-10-16,API_022,Information Management,1020,1,636.4
2025-10-17,API_022,Information Management,1516,1,626.7
2025-10-18,API_022,Information Management,1000,1,540.3
2025-10-19,API_022,Information Management,616,0,512.8
2025-10-20,API_022,Information Management,1587,1,717.9
2025-10-21,API_022,Information Management,1220,1,572.9
2025-10-22,API_022,Information Management,1106,1,454.6
2025-10-23,API_022,Information Management,665,0,661.4
2025-10-24,API_022,Information Management,1300,1,534.4
2025-10-25,API_022,Information Management,601,0,615.5
2025-10-26,API_022,Information Management,1611,1,628.1
2025-10-27,API_022,Information Management,900,0,609.8
2025-10-28,API_022,Information Management,1986,1,545.3
2025-10-29,API_022,Information Management,1091,1,511.6
2025-10-30,API_022,Information Management,1172,1,594.6
2025-10-31,API_022,Information Management,1213,1,603.8
2025-11-01,API_022,Information Management,1088,1,553.2
2025-11-02,API_022,Information Management,615,0,516.9
2025-11-03,API_022,Information Management,1689,1,533.6
2025-11-04,API_022,Information Management,1370,1,637.9
2025-11-05,API_022,Information Management,642,0,541.3
2025-11-06,API_022,Information Management,1493,1,606.1
2025-11-07,API_022,Information Management,816,0,583.6
2025-11-08,API_022,Information Management,1134,1,603.6
2025-11-09,API_022,Information Management,1893,1,561.2
2025-11-10,API_022,Information Management,1215,1,623.6
2025-11-11,API_022,Information Management,1841,1,640.9
2025-11-12,API_022,Information Management,1607,1,663.0
2025-11-13,API_022,Information Management,506,0,567.9
2025-11-14,API_022,Information Management,958,0,606.9
2025-11-15,API_022,Information Management,1837,1,657.0
2025-10-16,API_023,Liquidity,521,0,724.5
2025-10-17,API_023,Liquidity,1308,1,558.6
2025-10-18,API_023,Liquidity,1373,1,701.1
2025-10-19,API_023,Liquidity,1535,1,572.4
2025-10-20,API_023,Liquidity,586,0,582.1
2025-10-21,API_023,Liquidity,1766,1,729.8
2025-10-22,API_023,Liquidity,621,0,578.8
2025-10-23,API_023,Liquidity,1184,1,478.4
2025-10-24,API_023,Liquidity,808,0,598.5
2025-10-25,API_023,Liquidity,1413,1,728.5
2025-10-26,API_023,Liquidity,1161,1,630.4
2025-10-27,API_023,Liquidity,1582,1,480.2
2025-10-28,API_023,Liquidity,1423,1,636.8
2025-10-29,API_023,Liquidity,592,0,538.6
2025-10-30,API_023,Liquidity,1730,1,584.6
2025-10-31,API_023,Liquidity,1361,1,499.9
2025-11-01,API_023,Liquidity,658,0,667.9
2025-11-02,API_023,Liquidity,1304,1,583.5
2025-11-03,API_023,Liquidity,1015,1,652.4
2025-11-04,API_023,Liquidity,1455,1,646.1
2025-11-05,API_023,Liquidity,651,0,657.1
2025-11-06,API_023,Liquidity,919,0,776.8
2025-11-07,API_023,Liquidity,1773,1,593.7
2025-11-08,API_023,Liquidity,1077,1,706.8
2025-11-09,API_023,Liquidity,834,0,589.6
2025-11-10,API_023,Liquidity,1254,1,653.0
2025-11-11,API_023,Liquidity,1894,1,546.7
2025-11-12,API_023,Liquidity,1760,1,518.2
2025-11-13,API_023,Liquidity,1029,1,682.6
2025-11-14,API_023,Liquidity,1366,1,646.6
2025-11-15,API_023,Liquidity,1293,1,629.6
2025-10-16,API_024,Connect API,1821,1,615.6
2025-10-17,API_024,Connect API,1439,1,613.8
2025-10-18,API_024,Connect API,792,0,460.5
2025-10-19,API_024,Connect API,1336,1,593.6
2025-10-20,API_024,Connect API,880,0,555.8
2025-10-21,API_024,Connect API,513,0,465.9
2025-10-22,API_024,Connect API,629,0,614.1
2025-10-23,API_024,Connect API,1337,1,520.5
2025-10-24,API_024,Connect API,527,0,664.4
2025-10-25,API_024,Connect API,565,0,703.0
2025-10-26,API_024,Connect API,800,0,692.3
2025-10-27,API_024,Connect API,1418,1,506.6
2025-10-28,API_024,Connect API,1129,1,583.7
2025-10-29,API_024,Connect API,769,0,564.5
2025-10-30,API_024,Connect API,1343,1,482.9
2025-10-31,API_024,Connect API,1361,1,590.2
2025-11-01,API_024,Connect API,1471,1,531.3
2025-11-02,API_024,Connect API,1012,1,555.5
2025-11-03,API_024,Connect API,1807,1,521.7
2025-11-04,API_024,Connect API,1644,1,501.8
2025-11-05,API_024,Connect API,1727,1,672.3
2025-11-06,API_024,Connect API,664,0,642.4
2025-11-07,API_024,Connect API,655,0,658.2
2025-11-08,API_024,Connect API,1890,1,581.8
2025-11-09,API_024,Connect API,1456,1,622.8
2025-11-10,API_024,Connect API,833,0,602.9
2025-11-11,API_024,Connect API,1543,1,558.7
2025-11-12,API_024,Connect API,781,0,644.0
2025-11-13,API_024,Connect API,1336,1,595.2
2025-11-14,API_024,Connect API,1684,1,564.7
2025-11-15,API_024,Connect API,989,0,600.6
2025-10-16,API_025,Payment Initiation,775,0,655.0
2025-10-17,API_025,Payment Initiation,1746,1,620.8
2025-10-18,API_025,Payment Initiation,1707,1,473.9
2025-10-19,API_025,Payment Initiation,1951,1,776.3
2025-10-20,API_025,Payment Initiation,1817,1,666.5
2025-10-21,API_025,Payment Initiation,1245,1,537.6
2025-10-22,API_025,Payment Initiation,1391,1,616.6
2025-10-23,API_025,Payment Initiation,1875,1,561.0
2025-10-24,API_025,Payment Initiation,1881,1,588.6
2025-10-25,API_025,Payment Initiation,1716,1,613.0
2025-10-26,API_025,Payment Initiation,810,0,596.9
2025-10-27,API_025,Payment Initiation,1937,1,611.8
2025-10-28,API_025,Payment Initiation,613,0,640.1
2025-10-29,API_025,Payment Initiation,802,0,569.0
2025-10-30,API_025,Payment Initiation,1243,1,575.9
2025-10-31,API_025,Payment Initiation,844,0,616.7
2025-11-01,API_025,Payment Initiation,1313,1,610.8
2025-11-02,API_025,Payment Initiation,1810,1,645.1
2025-11-03,API_025,Payment Initiation,1576,1,650.4
2025-11-04,API_025,Payment Initiation,1743,1,708.9
2025-11-05,API_025,Payment Initiation,1509,1,503.2
2025-11-06,API_025,Payment Initiation,1684,1,655.9
2025-11-07,API_025,Payment Initiation,1612,1,619.3
2025-11-08,API_025,Payment Initiation,1088,1,625.3
2025-11-09,API_025,Payment Initiation,1682,1,633.9
2025-11-10,API_025,Payment Initiation,1904,1,621.3
2025-11-11,API_025,Payment Initiation,1625,1,671.4
2025-11-12,API_025,Payment Initiation,1977,1,526.3
2025-11-13,API_025,Payment Initiation,896,0,582.1
2025-11-14,API_025,Payment Initiation,1854,1,682.5
2025-11-15,API_025,Payment Initiation,1867,1,658.8
2025-10-16,API_026,Payment Management,1224,1,519.9
2025-10-17,API_026,Payment Management,1588,1,523.3
2025-10-18,API_026,Payment Management,1416,1,501.4
2025-10-19,API_026,Payment Management,1327,1,732.7
2025-10-20,API_026,Payment Management,1235,1,666.7
2025-10-21,API_026,Payment Management,790,0,698.5
2025-10-22,API_026,Payment Management,1341,1,660.6
2025-10-23,API_026,Payment Management,1461,1,465.1
2025-10-24,API_026,Payment Management,827,0,559.0
2025-10-25,API_026,Payment Management,1315,1,605.4
2025-10-26,API_026,Payment Management,1474,1,529.1
2025-10-27,API_026,Payment Management,1823,1,455.0
2025-10-28,API_026,Payment Management,842,0,568.0
2025-10-29,API_026,Payment Management,1849,1,651.3
2025-10-30,API_026,Payment Management,926,0,658.8
2025-10-31,API_026,Payment Management,1504,1,583.8
2025-11-01,API_026,Payment Management,835,0,675.7
2025-11-02,API_026,Payment Management,1640,1,584.8
2025-11-03,API_026,Payment Management,1214,1,623.5
2025-11-04,API_026,Payment Management,550,0,554.8
2025-11-05,API_026,Payment Management,1463,1,583.2
2025-11-06,API_026,Payment Management,1507,1,723.0
2025-11-07,API_026,Payment Management,1250,1,616.7
2025-11-08,API_026,Payment Management,1679,1,485.3
2025-11-09,API_026,Payment Management,1943,1,623.8
2025-11-10,API_026,Payment Management,1169,1,540.6
2025-11-11,API_026,Payment Management,1143,1,656.4
2025-11-12,API_026,Payment Management,589,0,591.9
2025-11-13,API_026,Payment Management,1874,1,590.4
2025-11-14,API_026,Payment Management,1631,1,606.3
2025-11-15,API_026,Payment Management,1458,1,520.0
2025-10-16,API_027,Platform,811,0,566.0
2025-10-17,API_027,Platform,1451,1,631.7
2025-10-18,API_027,Platform,535,0,550.6
2025-10-19,API_027,Platform,1908,1,591.0
2025-10-20,API_027,Platform,1695,1,607.5
2025-10-21,API_027,Platform,1390,1,574.2
2025-10-22,API_027,Platform,640,0,672.4
2025-10-23,API_027,Platform,1225,1,623.0
2025-10-24,API_027,Platform,1743,1,557.9
2025-10-25,API_027,Platform,509,0,560.2
2025-10-26,API_027,Platform,1483,1,669.0
2025-10-27,API_027,Platform,1083,1,581.9
2025-10-28,API_027,Platform,651,0,525.4
2025-10-29,API_027,Platform,1816,1,558.4
2025-10-30,API_027,Platform,549,0,641.6
2025-10-31,API_027,Platform,1690,1,627.5
2025-11-01,API_027,Platform,1725,1,635.2
2025-11-02,API_027,Platform,1492,1,640.9
2025-11-03,API_027,Platform,1962,1,528.7
2025-11-04,API_027,Platform,982,0,618.6
2025-11-05,API_027,Platform,1631,1,578.8
2025-11-06,API_027,Platform,1161,1,627.2
2025-11-07,API_027,Platform,1955,1,536.2
2025-11-08,API_027,Platform,1978,1,555.6
2025-11-09,API_027,Platform,1683,1,520.4
2025-11-10,API_027,Platform,1600,1,645.2
2025-11-11,API_027,Platform,1008,1,640.0
2025-11-12,API_027,Platform,1897,1,507.0
2025-11-13,API_027,Platform,1136,1,658.6
2025-11-14,API_027,Platform,1498,1,666.2
2025-11-15,API_027,Platform,1803,1,634.1
2025-10-16,API_028,Entitlement,1690,1,697.7
2025-10-17,API_028,Entitlement,1120,1,534.0
2025-10-18,API_028,Entitlement,924,0,557.3
2025-10-19,API_028,Entitlement,1498,1,602.0
2025-10-20,API_028,Entitlement,1455,1,553.8
2025-10-21,API_028,Entitlement,1016,1,611.8
2025-10-22,API_028,Entitlement,1275,1,563.9
2025-10-23,API_028,Entitlement,1753,1,701.4
2025-10-24,API_028,Entitlement,880,0,652.2
2025-10-25,API_028,Entitlement,557,0,673.7
2025-10-26,API_028,Entitlement,1226,1,527.4
2025-10-27,API_028,Entitlement,1695,1,641.7
2025-10-28,API_028,Entitlement,853,0,716.8
2025-10-29,API_028,Entitlement,1994,1,557.7
2025-10-30,API_028,Entitlement,1965,1,596.7
2025-10-31,API_028,Entitlement,952,0,632.3
2025-11-01,API_028,Entitlement,1516,1,544.8
2025-11-02,API_028,Entitlement,810,0,545.1
2025-11-03,API_028,Entitlement,1132,1,604.9
2025-11-04,API_028,Entitlement,554,0,555.9
2025-11-05,API_028,Entitlement,1479,1,674.2
2025-11-06,API_028,Entitlement,1014,1,534.5
2025-11-07,API_028,Entitlement,1771,1,581.0
2025-11-08,API_028,Entitlement,863,0,646.4
2025-11-09,API_028,Entitlement,1607,1,530.7
2025-11-10,API_028,Entitlement,905,0,611.5
2025-11-11,API_028,Entitlement,1684,1,581.5
2025-11-12,API_028,Entitlement,1512,1,630.2
2025-11-13,API_028,Entitlement,1237,1,634.9
2025-11-14,API_028,Entitlement,1008,1,552.8
2025-11-15,API_028,Entitlement,840,0,520.1
2025-10-16,API_029,Trade,1269,1,605.2
2025-10-17,API_029,Trade,1334,1,642.5
2025-10-18,API_029,Trade,1703,1,611.6
2025-10-19,API_029,Trade,1989,1,594.2
2025-10-20,API_029,Trade,810,0,626.9
2025-10-21,API_029,Trade,642,0,568.2
2025-10-22,API_029,Trade,841,0,480.4
2025-10-23,API_029,Trade,511,0,673.1
2025-10-24,API_029,Trade,1762,1,653.2
2025-10-25,API_029,Trade,1952,1,462.4
2025-10-26,API_029,Trade,1681,1,634.1
2025-10-27,API_029,Trade,1447,1,636.0
2025-10-28,API_029,Trade,572,0,574.0
2025-10-29,API_029,Trade,1729,1,567.4
2025-10-30,API_029,Trade,765,0,586.5
2025-10-31,API_029,Trade,1321,1,611.9
2025-11-01,API_029,Trade,1812,1,598.5
2025-11-02,API_029,Trade,1633,1,649.1
2025-11-03,API_029,Trade,835,0,561.0
2025-11-04,API_029,Trade,1398,1,631.8
2025-11-05,API_029,Trade,982,0,536.1
2025-11-06,API_029,Trade,1640,1,581.7
2025-11-07,API_029,Trade,981,0,630.5
2025-11-08,API_029,Trade,591,0,603.2
2025-11-09,API_029,Trade,1042,1,426.7
2025-11-10,API_029,Trade,946,0,617.6
2025-11-11,API_029,Trade,889,0,500.6
2025-11-12,API_029,Trade,786,0,675.4
2025-11-13,API_029,Trade,1510,1,520.1
2025-11-14,API_029,Trade,844,0,616.7
2025-11-15,API_029,Trade,1141,1,698.4
2025-10-16,API_030,Information Management,1579,1,594.0
2025-10-17,API_030,Information Management,1986,1,563.2
2025-10-18,API_030,Information Management,1603,1,581.9
2025-10-19,API_030,Information Management,899,0,600.9
2025-10-20,API_030,Information Management,1284,1,556.3
2025-10-21,API_030,Information Management,600,0,507.9
2025-10-22,API_030,Information Management,1319,1,654.7
2025-10-23,API_030,Information Management,919,0,446.8
2025-10-24,API_030,Information Management,1586,1,656.1
2025-10-25,API_030,Information Management,1267,1,569.6
2025-10-26,API_030,Information Management,591,0,529.7
2025-10-27,API_030,Information Management,1481,1,632.5
2025-10-28,API_030,Information Management,1097,1,645.5
2025-10-29,API_030,Information Management,1009,1,566.0
2025-10-30,API_030,Information Management,904,0,576.6
2025-10-31,API_030,Information Management,745,0,623.2
2025-11-01,API_030,Information Management,1994,1,682.1
2025-11-02,API_030,Information Management,1946,1,508.0
2025-11-03,API_030,Information Management,741,0,662.0
2025-11-04,API_030,Information Management,992,0,599.1
2025-11-05,API_030,Information Management,1494,1,634.8
2025-11-06,API_030,Information Management,996,0,482.4
2025-11-07,API_030,Information Management,807,0,723.6
2025-11-08,API_030,Information Management,682,0,576.6
2025-11-09,API_030,Information Management,1093,1,633.2
2025-11-10,API_030,Information Management,1243,1,626.6
2025-11-11,API_030,Information Management,1945,1,672.4
2025-11-12,API_030,Information Management,1053,1,617.1
2025-11-13,API_030,Information Management,604,0,612.4
2025-11-14,API_030,Information Management,691,0,559.9
2025-11-15,API_030,Information Management,628,0,662.4
2025-10-16,API_031,Liquidity,1653,1,504.1
2025-10-17,API_031,Liquidity,1533,1,575.6
2025-10-18,API_031,Liquidity,741,0,729.4
2025-10-19,API_031,Liquidity,1301,1,563.7
2025-10-20,API_031,Liquidity,1275,1,616.6
2025-10-21,API_031,Liquidity,578,0,648.0
2025-10-22,API_031,Liquidity,1455,1,660.7
2025-10-23,API_031,Liquidity,1080,1,592.2
2025-10-24,API_031,Liquidity,1939,1,598.2
2025-10-25,API_031,Liquidity,1531,1,615.6
2025-10-26,API_031,Liquidity,1344,1,665.6
2025-10-27,API_031,Liquidity,1163,1,634.5
2025-10-28,API_031,Liquidity,1540,1,519.2
2025-10-29,API_031,Liquidity,935,0,541.7
2025-10-30,API_031,Liquidity,898,0,535.4
2025-10-31,API_031,Liquidity,1272,1,493.3
2025-11-01,API_031,Liquidity,849,0,552.1
2025-11-02,API_031,Liquidity,867,0,591.3
2025-11-03,API_031,Liquidity,1743,1,610.4
2025-11-04,API_031,Liquidity,859,0,614.7
2025-11-05,API_031,Liquidity,1420,1,587.3
2025-11-06,API_031,Liquidity,716,0,593.0
2025-11-07,API_031,Liquidity,877,0,657.7
2025-11-08,API_031,Liquidity,648,0,596.8
2025-11-09,API_031,Liquidity,1151,1,539.4
2025-11-10,API_031,Liquidity,1280,1,596.0
2025-11-11,API_031,Liquidity,659,0,644.7
2025-11-12,API_031,Liquidity,1391,1,635.6
2025-11-13,API_031,Liquidity,1749,1,578.1
2025-11-14,API_031,Liquidity,1435,1,549.6
2025-11-15,API_031,Liquidity,1925,1,564.3
2025-10-16,API_032,Connect API,1345,1,523.1
2025-10-17,API_032,Connect API,623,0,533.1
2025-10-18,API_032,Connect API,913,0,577.9
2025-10-19,API_032,Connect API,1695,1,612.6
2025-10-20,API_032,Connect API,1387,1,590.1
2025-10-21,API_032,Connect API,621,0,618.2
2025-10-22,API_032,Connect API,996,0,616.0
2025-10-23,API_032,Connect API,1279,1,590.0
2025-10-24,API_032,Connect API,1920,1,617.0
2025-10-25,API_032,Connect API,1521,1,672.8
2025-10-26,API_032,Connect API,1883,1,591.6
2025-10-27,API_032,Connect API,737,0,639.8
2025-10-28,API_032,Connect API,702,0,670.4
2025-10-29,API_032,Connect API,755,0,619.6
2025-10-30,API_032,Connect API,1033,1,601.8
2025-10-31,API_032,Connect API,1359,1,624.0
2025-11-01,API_032,Connect API,782,0,560.9
2025-11-02,API_032,Connect API,1986,1,674.3
2025-11-03,API_032,Connect API,960,0,601.3
2025-11-04,API_032,Connect API,777,0,738.0
2025-11-05,API_032,Connect API,1195,1,664.5
2025-11-06,API_032,Connect API,1014,1,633.9
2025-11-07,API_032,Connect API,912,0,494.4
2025-11-08,API_032,Connect API,1553,1,619.7
2025-11-09,API_032,Connect API,1651,1,654.0
2025-11-10,API_032,Connect API,1752,1,591.7
2025-11-11,API_032,Connect API,628,0,526.5
2025-11-12,API_032,Connect API,1784,1,578.7
2025-11-13,API_032,Connect API,1747,1,636.6
2025-11-14,API_032,Connect API,1373,1,522.4
2025-11-15,API_032,Connect API,1928,1,664.7
2025-10-16,API_033,Payment Initiation,801,0,528.2
2025-10-17,API_033,Payment Initiation,1436,1,626.7
2025-10-18,API_033,Payment Initiation,611,0,616.7
2025-10-19,API_033,Payment Initiation,1097,1,687.3
2025-10-20,API_033,Payment Initiation,733,0,552.9
2025-10-21,API_033,Payment Initiation,1941,1,638.9
2025-10-22,API_033,Payment Initiation,1960,1,513.0
2025-10-23,API_033,Payment Initiation,1514,1,533.6
2025-10-24,API_033,Payment Initiation,1593,1,551.0
2025-10-25,API_033,Payment Initiation,1543,1,474.4
2025-10-26,API_033,Payment Initiation,1035,1,572.5
2025-10-27,API_033,Payment Initiation,1992,1,578.5
2025-10-28,API_033,Payment Initiation,1321,1,508.5
2025-10-29,API_033,Payment Initiation,1580,1,675.8
2025-10-30,API_033,Payment Initiation,1440,1,610.9
2025-10-31,API_033,Payment Initiation,1015,1,549.9
2025-11-01,API_033,Payment Initiation,1744,1,566.1
2025-11-02,API_033,Payment Initiation,835,0,611.1
2025-11-03,API_033,Payment Initiation,1197,1,711.7
2025-11-04,API_033,Payment Initiation,1265,1,713.2
2025-11-05,API_033,Payment Initiation,1035,1,661.4
2025-11-06,API_033,Payment Initiation,658,0,635.6
2025-11-07,API_033,Payment Initiation,1711,1,599.6
2025-11-08,API_033,Payment Initiation,710,0,678.7
2025-11-09,API_033,Payment Initiation,905,0,664.1
2025-11-10,API_033,Payment Initiation,1837,1,650.9
2025-11-11,API_033,Payment Initiation,1497,1,633.2
2025-11-12,API_033,Payment Initiation,518,0,570.4
2025-11-13,API_033,Payment Initiation,931,0,545.7
2025-11-14,API_033,Payment Initiation,612,0,581.8
2025-11-15,API_033,Payment Initiation,1706,1,561.7
2025-10-16,API_034,Payment Management,1636,1,521.3
2025-10-17,API_034,Payment Management,1262,1,637.1
2025-10-18,API_034,Payment Management,1519,1,641.9
2025-10-19,API_034,Payment Management,1641,1,538.5
2025-10-20,API_034,Payment Management,1783,1,711.2
2025-10-21,API_034,Payment Management,1159,1,579.0
2025-10-22,API_034,Payment Management,577,0,615.7
2025-10-23,API_034,Payment Management,623,0,671.9
2025-10-24,API_034,Payment Management,1923,1,483.8
2025-10-25,API_034,Payment Management,1336,1,570.7
2025-10-26,API_034,Payment Management,549,0,532.8
2025-10-27,API_034,Payment Management,1472,1,643.1
2025-10-28,API_034,Payment Management,1209,1,700.5
2025-10-29,API_034,Payment Management,1062,1,662.0
2025-10-30,API_034,Payment Management,1872,1,588.3
2025-10-31,API_034,Payment Management,548,0,641.6
2025-11-01,API_034,Payment Management,855,0,593.8
2025-11-02,API_034,Payment Management,1783,1,606.0
2025-11-03,API_034,Payment Management,1111,1,608.8
2025-11-04,API_034,Payment Management,1308,1,621.3
2025-11-05,API_034,Payment Management,687,0,534.1
2025-11-06,API_034,Payment Management,1484,1,594.0
2025-11-07,API_034,Payment Management,1743,1,587.8
2025-11-08,API_034,Payment Management,1402,1,621.3
2025-11-09,API_034,Payment Management,1131,1,586.7
2025-11-10,API_034,Payment Management,1405,1,654.8
2025-11-11,API_034,Payment Management,704,0,551.8
2025-11-12,API_034,Payment Management,1081,1,598.7
2025-11-13,API_034,Payment Management,1095,1,555.2
2025-11-14,API_034,Payment Management,749,0,483.1
2025-11-15,API_034,Payment Management,1189,1,647.0
2025-10-16,API_035,Platform,1593,1,614.8
2025-10-17,API_035,Platform,1443,1,605.2
2025-10-18,API_035,Platform,698,0,669.6
2025-10-19,API_035,Platform,1395,1,577.4
2025-10-20,API_035,Platform,641,0,647.7
2025-10-21,API_035,Platform,1483,1,524.7
2025-10-22,API_035,Platform,804,0,628.0
2025-10-23,API_035,Platform,883,0,597.9
2025-10-24,API_035,Platform,944,0,555.9
2025-10-25,API_035,Platform,826,0,551.4
2025-10-26,API_035,Platform,1097,1,661.1
2025-10-27,API_035,Platform,1072,1,759.8
2025-10-28,API_035,Platform,1877,1,660.7
2025-10-29,API_035,Platform,922,0,463.0
2025-10-30,API_035,Platform,676,0,550.3
2025-10-31,API_035,Platform,697,0,605.2
2025-11-01,API_035,Platform,1109,1,524.0
2025-11-02,API_035,Platform,521,0,596.5
2025-11-03,API_035,Platform,1635,1,587.9
2025-11-04,API_035,Platform,1667,1,591.5
2025-11-05,API_035,Platform,934,0,637.1
2025-11-06,API_035,Platform,843,0,723.4
2025-11-07,API_035,Platform,1817,1,589.0
2025-11-08,API_035,Platform,742,0,682.5
2025-11-09,API_035,Platform,1060,1,561.2
2025-11-10,API_035,Platform,1031,1,552.0
2025-11-11,API_035,Platform,1677,1,669.7
2025-11-12,API_035,Platform,713,0,553.9
2025-11-13,API_035,Platform,875,0,621.5
2025-11-14,API_035,Platform,1127,1,549.8
2025-11-15,API_035,Platform,1103,1,695.0
2025-10-16,API_036,Entitlement,1380,1,622.8
2025-10-17,API_036,Entitlement,946,0,546.7
2025-10-18,API_036,Entitlement,1567,1,606.9
2025-10-19,API_036,Entitlement,1620,1,675.9
2025-10-20,API_036,Entitlement,1178,1,572.2
2025-10-21,API_036,Entitlement,1959,1,467.8
2025-10-22,API_036,Entitlement,1950,1,537.8
2025-10-23,API_036,Entitlement,1208,1,490.2
2025-10-24,API_036,Entitlement,975,0,612.0
2025-10-25,API_036,Entitlement,1820,1,712.4
2025-10-26,API_036,Entitlement,1066,1,664.8
2025-10-27,API_036,Entitlement,1404,1,645.9
2025-10-28,API_036,Entitlement,1627,1,588.5
2025-10-29,API_036,Entitlement,1733,1,629.1
2025-10-30,API_036,Entitlement,1791,1,549.2
2025-10-31,API_036,Entitlement,885,0,650.0
2025-11-01,API_036,Entitlement,758,0,574.3
2025-11-02,API_036,Entitlement,782,0,579.9
2025-11-03,API_036,Entitlement,1523,1,575.8
2025-11-04,API_036,Entitlement,1112,1,646.9
2025-11-05,API_036,Entitlement,1112,1,634.1
